Property Name,City,County,State,Google Search Link,Apartments.com Link,Management Company Link,Property Website (to be filled),Website Type,Phone Number,Email Address,Management Company,Confidence,Source,Notes
Conroe Westfield,Conroe,Montgomery,TX,https://www.google.com/search?q=Conroe+Westfield+Conroe+TX+website,https://www.apartments.com/search/?q=Conroe+Westfield+Conroe+TX,https://www.google.com/search?q=Conroe+Westfield+Conroe+property+management+company,,official,,,,1.0,manual_verification,
Woodlands North Gate,Spring,Harris,TX,https://www.google.com/search?q=Woodlands+North+Gate+Spring+TX+website,https://www.apartments.com/search/?q=Woodlands+North+Gate+Spring+TX,https://www.google.com/search?q=Woodlands+North+Gate+Spring+property+management+company,,official,,,,1.0,manual_verification,
Galveston Beach Towers,Galveston,Galveston,TX,https://www.google.com/search?q=Galveston+Beach+Towers+Galveston+TX+website,https://www.apartments.com/search/?q=Galveston+Beach+Towers+Galveston+TX,https://www.google.com/search?q=Galveston+Beach+Towers+Galveston+property+management+company,,official,,,,1.0,manual_verification,
Texas City Refinery Side,Texas City,Galveston,TX,https://www.google.com/search?q=Texas+City+Refinery+Side+Texas+City+TX+website,https://www.apartments.com/search/?q=Texas+City+Refinery+Side+Texas+City+TX,https://www.google.com/search?q=Texas+City+Refinery+Side+Texas+City+property+management+company,,official,,,,1.0,manual_verification,
League City Bay View,League City,Galveston,TX,https://www.google.com/search?q=League+City+Bay+View+League+City+TX+website,https://www.apartments.com/search/?q=League+City+Bay+View+League+City+TX,https://www.google.com/search?q=League+City+Bay+View+League+City+property+management+company,,official,,,,1.0,manual_verification,
Kemah Marina Residences,Kemah,Galveston,TX,https://www.google.com/search?q=Kemah+Marina+Residences+Kemah+TX+website,https://www.apartments.com/search/?q=Kemah+Marina+Residences+Kemah+TX,https://www.google.com/search?q=Kemah+Marina+Residences+Kemah+property+management+company,,official,,,,1.0,manual_verification,
Pearland Park Commons,Pearland,Brazoria,TX,https://www.google.com/search?q=Pearland+Park+Commons+Pearland+TX+website,https://www.apartments.com/search/?q=Pearland+Park+Commons+Pearland+TX,https://www.google.com/search?q=Pearland+Park+Commons+Pearland+property+management+company,,official,,,,1.0,manual_verification,
Katy Central Living,Katy,Harris,TX,https://www.google.com/search?q=Katy+Central+Living+Katy+TX+website,https://www.apartments.com/search/?q=Katy+Central+Living+Katy+TX,https://www.google.com/search?q=Katy+Central+Living+Katy+property+management+company,,official,,,,1.0,manual_verification,
Baytown Refinery District,Baytown,Harris,TX,https://www.google.com/search?q=Baytown+Refinery+District+Baytown+TX+website,https://www.apartments.com/search/?q=Baytown+Refinery+District+Baytown+TX,https://www.google.com/search?q=Baytown+Refinery+District+Baytown+property+management+company,,official,,,,1.0,manual_verification,
Pasadena Industrial Park,Pasadena,Harris,TX,https://www.google.com/search?q=Pasadena+Industrial+Park+Pasadena+TX+website,https://www.apartments.com/search/?q=Pasadena+Industrial+Park+Pasadena+TX,https://www.google.com/search?q=Pasadena+Industrial+Park+Pasadena+property+management+company,,official,,,,1.0,manual_verification,
La Porte Harbor View,La Porte,Harris,TX,https://www.google.com/search?q=La+Porte+Harbor+View+La+Porte+TX+website,https://www.apartments.com/search/?q=La+Porte+Harbor+View+La+Porte+TX,https://www.google.com/search?q=La+Porte+Harbor+View+La+Porte+property+management+company,,official,,,,1.0,manual_verification,
Seabrook Bay Side,Seabrook,Harris,TX,https://www.google.com/search?q=Seabrook+Bay+Side+Seabrook+TX+website,https://www.apartments.com/search/?q=Seabrook+Bay+Side+Seabrook+TX,https://www.google.com/search?q=Seabrook+Bay+Side+Seabrook+property+management+company,,official,,,,1.0,manual_verification,
Nassau Bay Residential,Nassau Bay,Harris,TX,https://www.google.com/search?q=Nassau+Bay+Residential+Nassau+Bay+TX+website,https://www.apartments.com/search/?q=Nassau+Bay+Residential+Nassau+Bay+TX,https://www.google.com/search?q=Nassau+Bay+Residential+Nassau+Bay+property+management+company,,official,,,,1.0,manual_verification,
Clear Lake Park,Clear Lake,Harris,TX,https://www.google.com/search?q=Clear+Lake+Park+Clear+Lake+TX+website,https://www.apartments.com/search/?q=Clear+Lake+Park+Clear+Lake+TX,https://www.google.com/search?q=Clear+Lake+Park+Clear+Lake+property+management+company,,official,,,,1.0,manual_verification,
Stafford Development,Stafford,Fort Bend,TX,https://www.google.com/search?q=Stafford+Development+Stafford+TX+website,https://www.apartments.com/search/?q=Stafford+Development+Stafford+TX,https://www.google.com/search?q=Stafford+Development+Stafford+property+management+company,,official,,,,1.0,manual_verification,
Sugar Land Technology,Sugar Land,Fort Bend,TX,https://www.google.com/search?q=Sugar+Land+Technology+Sugar+Land+TX+website,https://www.apartments.com/search/?q=Sugar+Land+Technology+Sugar+Land+TX,https://www.google.com/search?q=Sugar+Land+Technology+Sugar+Land+property+management+company,,official,,,,1.0,manual_verification,
Missouri City Central,Missouri City,Fort Bend,TX,https://www.google.com/search?q=Missouri+City+Central+Missouri+City+TX+website,https://www.apartments.com/search/?q=Missouri+City+Central+Missouri+City+TX,https://www.google.com/search?q=Missouri+City+Central+Missouri+City+property+management+company,,official,,,,1.0,manual_verification,
Magnolia Springs,Magnolia,Montgomery,TX,https://www.google.com/search?q=Magnolia+Springs+Magnolia+TX+website,https://www.apartments.com/search/?q=Magnolia+Springs+Magnolia+TX,https://www.google.com/search?q=Magnolia+Springs+Magnolia+property+management+company,,official,,,,1.0,manual_verification,
The Woodlands South Gate,The Woodlands,Montgomery,TX,https://www.google.com/search?q=The+Woodlands+South+Gate+The+Woodlands+TX+website,https://www.apartments.com/search/?q=The+Woodlands+South+Gate+The+Woodlands+TX,https://www.google.com/search?q=The+Woodlands+South+Gate+The+Woodlands+property+management+company,,official,,,,1.0,manual_verification,
Conroe East Park,Conroe,Montgomery,TX,https://www.google.com/search?q=Conroe+East+Park+Conroe+TX+website,https://www.apartments.com/search/?q=Conroe+East+Park+Conroe+TX,https://www.google.com/search?q=Conroe+East+Park+Conroe+property+management+company,,official,,,,1.0,manual_verification,
Huntsville State College,Huntsville,Walker,TX,https://www.google.com/search?q=Huntsville+State+College+Huntsville+TX+website,https://www.apartments.com/search/?q=Huntsville+State+College+Huntsville+TX,https://www.google.com/search?q=Huntsville+State+College+Huntsville+property+management+company,,official,,,,1.0,manual_verification,
Beaumont Downtown,Beaumont,Jefferson,TX,https://www.google.com/search?q=Beaumont+Downtown+Beaumont+TX+website,https://www.apartments.com/search/?q=Beaumont+Downtown+Beaumont+TX,https://www.google.com/search?q=Beaumont+Downtown+Beaumont+property+management+company,,official,,,,1.0,manual_verification,
Port Arthur Harbor,Port Arthur,Jefferson,TX,https://www.google.com/search?q=Port+Arthur+Harbor+Port+Arthur+TX+website,https://www.apartments.com/search/?q=Port+Arthur+Harbor+Port+Arthur+TX,https://www.google.com/search?q=Port+Arthur+Harbor+Port+Arthur+property+management+company,,official,,,,1.0,manual_verification,
Orange Industrial,Orange,Orange,TX,https://www.google.com/search?q=Orange+Industrial+Orange+TX+website,https://www.apartments.com/search/?q=Orange+Industrial+Orange+TX,https://www.google.com/search?q=Orange+Industrial+Orange+property+management+company,,official,,,,1.0,manual_verification,
Lumberton Pines,Lumberton,Hardin,TX,https://www.google.com/search?q=Lumberton+Pines+Lumberton+TX+website,https://www.apartments.com/search/?q=Lumberton+Pines+Lumberton+TX,https://www.google.com/search?q=Lumberton+Pines+Lumberton+property+management+company,,official,,,,1.0,manual_verification,
Silsbee Timber Town,Silsbee,Hardin,TX,https://www.google.com/search?q=Silsbee+Timber+Town+Silsbee+TX+website,https://www.apartments.com/search/?q=Silsbee+Timber+Town+Silsbee+TX,https://www.google.com/search?q=Silsbee+Timber+Town+Silsbee+property+management+company,,official,,,,1.0,manual_verification,
Kirbyville Pine Forest,Kirbyville,Jasper,TX,https://www.google.com/search?q=Kirbyville+Pine+Forest+Kirbyville+TX+website,https://www.apartments.com/search/?q=Kirbyville+Pine+Forest+Kirbyville+TX,https://www.google.com/search?q=Kirbyville+Pine+Forest+Kirbyville+property+management+company,,official,,,,1.0,manual_verification,
Jacksonville Trails,Jacksonville,Cheroklee,TX,https://www.google.com/search?q=Jacksonville+Trails+Jacksonville+TX+website,https://www.apartments.com/search/?q=Jacksonville+Trails+Jacksonville+TX,https://www.google.com/search?q=Jacksonville+Trails+Jacksonville+property+management+company,,official,,,,1.0,manual_verification,
Longview Commerce,Longview,Gregg,TX,https://www.google.com/search?q=Longview+Commerce+Longview+TX+website,https://www.apartments.com/search/?q=Longview+Commerce+Longview+TX,https://www.google.com/search?q=Longview+Commerce+Longview+property+management+company,,official,,,,1.0,manual_verification,
Marshall Historic District,Marshall,Harrison,TX,https://www.google.com/search?q=Marshall+Historic+District+Marshall+TX+website,https://www.apartments.com/search/?q=Marshall+Historic+District+Marshall+TX,https://www.google.com/search?q=Marshall+Historic+District+Marshall+property+management+company,,official,,,,1.0,manual_verification,
Texarkana Twin States,Texarkana,Bowie,TX,https://www.google.com/search?q=Texarkana+Twin+States+Texarkana+TX+website,https://www.apartments.com/search/?q=Texarkana+Twin+States+Texarkana+TX,https://www.google.com/search?q=Texarkana+Twin+States+Texarkana+property+management+company,,official,,,,1.0,manual_verification,
Athens Liberty,Athens,Henderson,TX,https://www.google.com/search?q=Athens+Liberty+Athens+TX+website,https://www.apartments.com/search/?q=Athens+Liberty+Athens+TX,https://www.google.com/search?q=Athens+Liberty+Athens+property+management+company,,official,,,,1.0,manual_verification,
Canton Downtown,Canton,Van Zandt,TX,https://www.google.com/search?q=Canton+Downtown+Canton+TX+website,https://www.apartments.com/search/?q=Canton+Downtown+Canton+TX,https://www.google.com/search?q=Canton+Downtown+Canton+property+management+company,,official,,,,1.0,manual_verification,
Corsicana Commercial,Corsicana,Navarro,TX,https://www.google.com/search?q=Corsicana+Commercial+Corsicana+TX+website,https://www.apartments.com/search/?q=Corsicana+Commercial+Corsicana+TX,https://www.google.com/search?q=Corsicana+Commercial+Corsicana+property+management+company,,official,,,,1.0,manual_verification,
Waco Central Station,Waco,McLennan,TX,https://www.google.com/search?q=Waco+Central+Station+Waco+TX+website,https://www.apartments.com/search/?q=Waco+Central+Station+Waco+TX,https://www.google.com/search?q=Waco+Central+Station+Waco+property+management+company,,official,,,,1.0,manual_verification,
Temple Heights,Temple,Bell,TX,https://www.google.com/search?q=Temple+Heights+Temple+TX+website,https://www.apartments.com/search/?q=Temple+Heights+Temple+TX,https://www.google.com/search?q=Temple+Heights+Temple+property+management+company,,official,,,,1.0,manual_verification,
Killeen Fort Hood,Killeen,Bell,TX,https://www.google.com/search?q=Killeen+Fort+Hood+Killeen+TX+website,https://www.apartments.com/search/?q=Killeen+Fort+Hood+Killeen+TX,https://www.google.com/search?q=Killeen+Fort+Hood+Killeen+property+management+company,,official,,,,1.0,manual_verification,
Copperas Cove Military,Copperas Cove,Coryell,TX,https://www.google.com/search?q=Copperas+Cove+Military+Copperas+Cove+TX+website,https://www.apartments.com/search/?q=Copperas+Cove+Military+Copperas+Cove+TX,https://www.google.com/search?q=Copperas+Cove+Military+Copperas+Cove+property+management+company,,official,,,,1.0,manual_verification,
Round Rock Tech Corridor,Round Rock,Williamson,TX,https://www.google.com/search?q=Round+Rock+Tech+Corridor+Round+Rock+TX+website,https://www.apartments.com/search/?q=Round+Rock+Tech+Corridor+Round+Rock+TX,https://www.google.com/search?q=Round+Rock+Tech+Corridor+Round+Rock+property+management+company,,official,,,,1.0,manual_verification,
Cedar Park Westlake,Cedar Park,Williamson,TX,https://www.google.com/search?q=Cedar+Park+Westlake+Cedar+Park+TX+website,https://www.apartments.com/search/?q=Cedar+Park+Westlake+Cedar+Park+TX,https://www.google.com/search?q=Cedar+Park+Westlake+Cedar+Park+property+management+company,,official,,,,1.0,manual_verification,
Pflugerville Corporate,Pflugerville,Travis,TX,https://www.google.com/search?q=Pflugerville+Corporate+Pflugerville+TX+website,https://www.apartments.com/search/?q=Pflugerville+Corporate+Pflugerville+TX,https://www.google.com/search?q=Pflugerville+Corporate+Pflugerville+property+management+company,,official,,,,1.0,manual_verification,
Georgetown Historic,Georgetown,Williamson,TX,https://www.google.com/search?q=Georgetown+Historic+Georgetown+TX+website,https://www.apartments.com/search/?q=Georgetown+Historic+Georgetown+TX,https://www.google.com/search?q=Georgetown+Historic+Georgetown+property+management+company,,official,,,,1.0,manual_verification,
San Marcos Central,San Marcos,Hays,TX,https://www.google.com/search?q=San+Marcos+Central+San+Marcos+TX+website,https://www.apartments.com/search/?q=San+Marcos+Central+San+Marcos+TX,https://www.google.com/search?q=San+Marcos+Central+San+Marcos+property+management+company,,official,,,,1.0,manual_verification,
Kyle Community,Kyle,Hays,TX,https://www.google.com/search?q=Kyle+Community+Kyle+TX+website,https://www.apartments.com/search/?q=Kyle+Community+Kyle+TX,https://www.google.com/search?q=Kyle+Community+Kyle+property+management+company,,official,,,,1.0,manual_verification,
Buda Parkside,Buda,Hays,TX,https://www.google.com/search?q=Buda+Parkside+Buda+TX+website,https://www.apartments.com/search/?q=Buda+Parkside+Buda+TX,https://www.google.com/search?q=Buda+Parkside+Buda+property+management+company,,official,,,,1.0,manual_verification,
Wimberley Hill Country,Wimberley,Hays,TX,https://www.google.com/search?q=Wimberley+Hill+Country+Wimberley+TX+website,https://www.apartments.com/search/?q=Wimberley+Hill+Country+Wimberley+TX,https://www.google.com/search?q=Wimberley+Hill+Country+Wimberley+property+management+company,,official,,,,1.0,manual_verification,
New Braunfels Guadalupe,New Braunfels,Comal,TX,https://www.google.com/search?q=New+Braunfels+Guadalupe+New+Braunfels+TX+website,https://www.apartments.com/search/?q=New+Braunfels+Guadalupe+New+Braunfels+TX,https://www.google.com/search?q=New+Braunfels+Guadalupe+New+Braunfels+property+management+company,,official,,,,1.0,manual_verification,
Seguin Riverside,Seguin,Guadalupe,TX,https://www.google.com/search?q=Seguin+Riverside+Seguin+TX+website,https://www.apartments.com/search/?q=Seguin+Riverside+Seguin+TX,https://www.google.com/search?q=Seguin+Riverside+Seguin+property+management+company,,official,,,,1.0,manual_verification,
Boerne Hill Country,Boerne,Kendall,TX,https://www.google.com/search?q=Boerne+Hill+Country+Boerne+TX+website,https://www.apartments.com/search/?q=Boerne+Hill+Country+Boerne+TX,https://www.google.com/search?q=Boerne+Hill+Country+Boerne+property+management+company,,official,,,,1.0,manual_verification,
Kerrville Heritage,Kerrville,Kerr,TX,https://www.google.com/search?q=Kerrville+Heritage+Kerrville+TX+website,https://www.apartments.com/search/?q=Kerrville+Heritage+Kerrville+TX,https://www.google.com/search?q=Kerrville+Heritage+Kerrville+property+management+company,,official,,,,1.0,manual_verification,
Fredericksburg Mountain,Fredericksburg,Gillespie,TX,https://www.google.com/search?q=Fredericksburg+Mountain+Fredericksburg+TX+website,https://www.apartments.com/search/?q=Fredericksburg+Mountain+Fredericksburg+TX,https://www.google.com/search?q=Fredericksburg+Mountain+Fredericksburg+property+management+company,,official,,,,1.0,manual_verification,
Burnet Highland,Burnet,Burnet,TX,https://www.google.com/search?q=Burnet+Highland+Burnet+TX+website,https://www.apartments.com/search/?q=Burnet+Highland+Burnet+TX,https://www.google.com/search?q=Burnet+Highland+Burnet+property+management+company,,official,,,,1.0,manual_verification,
Fountains Matthews,,,TX,https://www.google.com/search?q=Fountains+Matthews++TX+website,https://www.apartments.com/search/?q=Fountains+Matthews++TX,https://www.google.com/search?q=Fountains+Matthews++property+management+company,,official,,,,1.0,manual_verification,
Butternut Ridge Apartments,,,TX,https://www.google.com/search?q=Butternut+Ridge+Apartments++TX+website,https://www.apartments.com/search/?q=Butternut+Ridge+Apartments++TX,https://www.google.com/search?q=Butternut+Ridge+Apartments++property+management+company,,official,,,,1.0,manual_verification,
Arzano,,,TX,https://www.google.com/search?q=Arzano++TX+website,https://www.apartments.com/search/?q=Arzano++TX,https://www.google.com/search?q=Arzano++property+management+company,,official,,,,1.0,manual_verification,
Danker Village Apartments,,,TX,https://www.google.com/search?q=Danker+Village+Apartments++TX+website,https://www.apartments.com/search/?q=Danker+Village+Apartments++TX,https://www.google.com/search?q=Danker+Village+Apartments++property+management+company,,official,,,,1.0,manual_verification,
Country Glenn Apartments,,,TX,https://www.google.com/search?q=Country+Glenn+Apartments++TX+website,https://www.apartments.com/search/?q=Country+Glenn+Apartments++TX,https://www.google.com/search?q=Country+Glenn+Apartments++property+management+company,,official,,,,1.0,manual_verification,
2000 Penn,,,TX,https://www.google.com/search?q=2000+Penn++TX+website,https://www.apartments.com/search/?q=2000+Penn++TX,https://www.google.com/search?q=2000+Penn++property+management+company,,official,,,,1.0,manual_verification,
The Flamingo,,,TX,https://www.google.com/search?q=The+Flamingo++TX+website,https://www.apartments.com/search/?q=The+Flamingo++TX,https://www.google.com/search?q=The+Flamingo++property+management+company,,official,,,,1.0,manual_verification,
Aggieland Flats,College Station,Brazos,TX,https://www.google.com/search?q=Aggieland+Flats+College+Station+TX+website,https://www.apartments.com/search/?q=Aggieland+Flats+College+Station+TX,https://www.google.com/search?q=Aggieland+Flats+College+Station+property+management+company,,official,,,,1.0,manual_verification,
Wolf Pen Crossing,College Station,Brazos,TX,https://www.google.com/search?q=Wolf+Pen+Crossing+College+Station+TX+website,https://www.apartments.com/search/?q=Wolf+Pen+Crossing+College+Station+TX,https://www.google.com/search?q=Wolf+Pen+Crossing+College+Station+property+management+company,,official,,,,1.0,manual_verification,
Bryan Station Apartments,Bryan,Brazos,TX,https://www.google.com/search?q=Bryan+Station+Apartments+Bryan+TX+website,https://www.apartments.com/search/?q=Bryan+Station+Apartments+Bryan+TX,https://www.google.com/search?q=Bryan+Station+Apartments+Bryan+property+management+company,,official,,,,1.0,manual_verification,
Northgate Lofts,College Station,Brazos,TX,https://www.google.com/search?q=Northgate+Lofts+College+Station+TX+website,https://www.apartments.com/search/?q=Northgate+Lofts+College+Station+TX,https://www.google.com/search?q=Northgate+Lofts+College+Station+property+management+company,,official,,,,1.0,manual_verification,
Villas at Traditions,Bryan,Brazos,TX,https://www.google.com/search?q=Villas+at+Traditions+Bryan+TX+website,https://www.apartments.com/search/?q=Villas+at+Traditions+Bryan+TX,https://www.google.com/search?q=Villas+at+Traditions+Bryan+property+management+company,,official,,,,1.0,manual_verification,
